ID;VL_FATU;VL_SLDO;DT_ABRT;DS_CNAE;DT_REFE;IDADE_ANOS;MOMENTO_VIDA;VL_TOTAL_RECEBIDO;VL_TOTAL_PAGO
CNPJ_07682;1071978;20111;2022-06-26;Restaurantes e similares;2025-05-31;3;Expansão;0;484
CNPJ_07683;16229694;-819322;2016-02-25;Fabricação de automóveis;2025-05-31;9;Maturidade;0;290
CNPJ_07684;1666401;83450;2017-04-23;Produção de alumínio;2025-05-31;8;Maturidade;0;0
CNPJ_07685;221143;7263;2020-10-18;Produção de ferro-gusa;2025-05-31;5;Maturidade;0;32
CNPJ_07686;211754;18785;2021-05-15;Transporte rodoviário de carga;2025-05-31;4;Expansão;100;0
CNPJ_07687;8318936;-640687;2021-06-14;Construção de barragens;2025-05-31;4;Expansão;18731;0
CNPJ_07688;121301;-5141;2019-02-26;Atividades de bancos múltiplos;2025-05-31;6;Maturidade;696;0
CNPJ_07689;340000;15841;2016-11-27;Televisão por assinatura;2025-05-31;9;Maturidade;0;77
CNPJ_07690;216728;1973;2022-07-18;Transporte rodoviário de carga;2025-05-31;3;Expansão;0;52
CNPJ_07691;16158400;1238685;2009-05-24;Comércio atacadista de bebidas;2025-05-31;16;Declínio;61;84
CNPJ_07692;1448021;202695;2018-02-04;Fabricação de automóveis;2025-05-31;7;Maturidade;0;0
CNPJ_07677;798069;75254;2022-11-29;Televisão aberta;2025-05-31;3;Expansão;287;0
CNPJ_07676;1053021;7724;2018-12-23;Atividades hospitalares;2025-05-31;6;Maturidade;0;0
CNPJ_07675;1686142;142314;2018-02-28;Fabricação de automóveis;2025-05-31;7;Maturidade;157;0
CNPJ_07674;179625;15332;2019-08-23;Comércio atacadista de tecidos;2025-05-31;6;Maturidade;41;18
CNPJ_07658;2897864;-19291;2018-02-16;Consultoria empresarial;2025-05-31;7;Maturidade;337193;119624
CNPJ_07659;256984;23522;2021-04-19;Construção de edifícios;2025-05-31;4;Expansão;183;0
CNPJ_07660;7300931;-702555;2000-03-01;Cultivo de arroz;2025-05-31;25;Declínio;0;0
CNPJ_07661;2790621;-7112;2022-04-11;Construção de barragens;2025-05-31;3;Expansão;0;2086
CNPJ_07662;2479469;-315915;2017-05-11;Geração de energia elétrica;2025-05-31;8;Maturidade;201106;14762
CNPJ_07663;210953;17160;2023-02-13;Comércio atacadista de tecidos;2025-05-31;2;Expansão;81066;228782
CNPJ_07664;2656321;175692;2020-08-26;Comércio atacadista de bebidas;2025-05-31;5;Maturidade;0;0
CNPJ_07693;1763691;-32696;2020-09-28;Construção de edifícios;2025-05-31;5;Maturidade;0;0
CNPJ_07665;1604803;-68634;2018-05-14;Padaria e confeitaria;2025-05-31;7;Maturidade;0;16
CNPJ_07667;143922;-7985;2019-08-15;Televisão por assinatura;2025-05-31;6;Maturidade;0;98
CNPJ_07668;2126175;-100049;2021-07-05;Extração de petróleo e gás natural;2025-05-31;4;Expansão;14879;0
CNPJ_07669;972912;41469;2020-02-09;Correios e entregas expressas;2025-05-31;5;Maturidade;188;0
CNPJ_07670;2648006;83462;2017-04-20;Distribuição de energia elétrica;2025-05-31;8;Maturidade;4587;935
CNPJ_07671;262598;20059;2022-11-05;Fabricação de produtos químicos;2025-05-31;3;Expansão;138;0
CNPJ_07672;28956213;2771980;2014-01-11;Construção de barragens;2025-05-31;11;Declínio;495;140
CNPJ_07673;228365;15159;2022-10-28;Cultivo de milho;2025-05-31;3;Expansão;40;0
CNPJ_07666;1346880;24818;2019-11-25;Comércio atacadista de medicamentos;2025-05-31;6;Maturidade;51;0
CNPJ_07694;29955077;-2876060;2009-05-26;Montagem industrial;2025-05-31;16;Declínio;40;164
CNPJ_07695;189368;-7516;2022-06-10;Televisão por assinatura;2025-05-31;3;Expansão;0;0
CNPJ_07696;27947230;-543752;2017-08-23;Comércio atacadista de medicamentos;2025-05-31;8;Maturidade;67;0
CNPJ_07717;776013;65382;2022-06-07;Engenharia civil;2025-05-31;3;Expansão;4528;0
CNPJ_07718;115918267;7762603;2008-10-01;Fabricação de papel;2025-05-31;17;Declínio;140;65
CNPJ_07719;838079;28725;2018-02-24;Consultoria empresarial;2025-05-31;7;Maturidade;2456;2380
CNPJ_07720;2449803;120333;2020-10-20;Obras de infraestrutura elétrica;2025-05-31;5;Maturidade;0;287
CNPJ_07721;2747972;198554;2014-05-14;Cultivo de milho;2025-05-31;11;Declínio;102;16
CNPJ_07722;2683428;260765;2016-08-15;Construção de barragens;2025-05-31;9;Maturidade;202;42
CNPJ_07723;118469;14380;2023-07-09;Construção de barragens;2025-05-31;2;Expansão;0;33858
CNPJ_07716;2493955;245120;2017-09-23;Fabricação de caminhões e ônibus;2025-05-31;8;Maturidade;2890;0
CNPJ_07724;192888;16859;2019-04-25;Educação superior;2025-05-31;6;Maturidade;1706776;850140
CNPJ_07726;148830;-8387;2021-06-03;Produção cinematográfica;2025-05-31;4;Expansão;159;550
CNPJ_07727;525552;4484;2021-12-29;Defesa nacional;2025-05-31;3;Expansão;146;0
CNPJ_07728;122797;11323;2023-10-23;Engenharia civil;2025-05-31;2;Expansão;6023;0
CNPJ_07729;2429683;-343039;2017-07-10;Seguros de vida;2025-05-31;8;Maturidade;3768048;3719932
CNPJ_07730;2846118;78192;2022-03-04;Administração pública;2025-05-31;3;Expansão;169;0
CNPJ_07731;129704730;10987618;2004-11-04;Cultivo de milho;2025-05-31;21;Declínio;47;0
CNPJ_07732;202951;19885;2022-02-07;Transporte ferroviário de carga;2025-05-31;3;Expansão;0;80
CNPJ_07725;10683992;590668;2017-12-24;Atividades de bancos múltiplos;2025-05-31;7;Maturidade;6766529;4833958
CNPJ_08123;150739;-1718;2020-06-08;Correios e entregas expressas;2025-05-31;5;Maturidade;3575;291
CNPJ_07715;108769;-10198;2023-06-19;Montagem industrial;2025-05-31;2;Expansão;2023;0
CNPJ_07713;191889;15009;2023-09-26;Extração de petróleo e gás natural;2025-05-31;2;Expansão;0;98
CNPJ_07697;2324929;226371;2015-09-03;Restaurantes e similares;2025-05-31;10;Declínio;3352;11
CNPJ_07698;62479;4490;2021-01-07;Atividades hospitalares;2025-05-31;4;Expansão;0;41
CNPJ_07699;22908314;-522962;2005-05-27;Serviços de tecnologia da informação;2025-05-31;20;Declínio;0;42
CNPJ_07700;2777677;55244;2019-05-27;Planos de saúde;2025-05-31;6;Maturidade;0;0
CNPJ_07701;101895;6709;2021-06-21;Produção cinematográfica;2025-05-31;4;Expansão;207313;34108
CNPJ_07702;1646558;86207;2021-08-11;Educação superior;2025-05-31;4;Expansão;0;85
CNPJ_07703;2416763;-200315;2016-08-25;Armazenamento geral;2025-05-31;9;Maturidade;0;31
CNPJ_07714;2982063;-249853;2015-08-30;Cultivo de soja;2025-05-31;10;Declínio;730;0
CNPJ_07704;128092329;5147134;1995-05-20;Transporte ferroviário de carga;2025-05-31;30;Declínio;43501;26657
CNPJ_07706;56717473;-2212192;2005-09-15;Extração de minério de ferro;2025-05-31;20;Declínio;201;479
CNPJ_07707;2922193;107874;2016-09-06;Comércio atacadista de alimentos;2025-05-31;9;Maturidade;8353;2136
CNPJ_07708;124651;-12093;2020-12-06;Atividades hospitalares;2025-05-31;4;Expansão;101;0
CNPJ_07709;108454;5292;2019-04-06;Comércio atacadista de alimentos;2025-05-31;6;Maturidade;6814573;4531709
CNPJ_07710;160234;1784;2020-09-11;Atividades hospitalares;2025-05-31;5;Maturidade;96;0
CNPJ_07711;11486444;-846043;2007-12-11;Planos de saúde;2025-05-31;17;Declínio;0;8
CNPJ_07712;292918;-36384;2019-03-06;Hotéis e pousadas;2025-05-31;6;Maturidade;0;294
CNPJ_07705;233512;15479;2019-07-12;Geração de energia elétrica;2025-05-31;6;Maturidade;0;404
CNPJ_08124;133031;-2916;2021-08-16;Produção de ferro-gusa;2025-05-31;4;Expansão;19566;0
CNPJ_08125;154867730;7149462;1999-08-01;Transporte rodoviário de carga;2025-05-31;26;Declínio;0;0
CNPJ_08126;144675;-13695;2022-06-05;Telecomunicações sem fio;2025-05-31;3;Expansão;0;0
CNPJ_08538;2155383;108553;2019-11-25;Comércio atacadista de alimentos;2025-05-31;6;Maturidade;0;0
CNPJ_08539;7788628;-46882;2003-08-21;Educação superior;2025-05-31;22;Declínio;2627;0
CNPJ_08540;50196509;-1566895;2000-10-18;Hotéis e pousadas;2025-05-31;25;Declínio;0;801
CNPJ_08541;149395;8315;2023-08-21;Extração de petróleo e gás natural;2025-05-31;2;Expansão;7199;0
CNPJ_08542;15041303;-1262334;2019-08-25;Comércio atacadista de alimentos;2025-05-31;6;Maturidade;8695;0
CNPJ_08543;5520158;121353;2009-08-21;Comércio atacadista de calçados;2025-05-31;16;Declínio;17;0
CNPJ_08544;35738798;-2262171;2013-09-10;Correios e entregas expressas;2025-05-31;12;Declínio;0;75
CNPJ_08545;1202179;-98196;2021-06-19;Armazenamento geral;2025-05-31;4;Expansão;0;371
CNPJ_08546;2548271;137321;2016-12-25;Administração pública;2025-05-31;8;Maturidade;0;0
CNPJ_08547;120070006;5380928;2010-10-27;Cultivo de soja;2025-05-31;15;Declínio;810;0
CNPJ_08548;23782739;-1402401;2001-01-21;Engenharia civil;2025-05-31;24;Declínio;1306;0
CNPJ_08549;104355;8899;2019-11-30;Educação superior;2025-05-31;6;Maturidade;1196;796
CNPJ_08550;20202614;414054;2007-04-06;Administração pública;2025-05-31;18;Declínio;17943126;3546835
CNPJ_08551;1641298;122356;2018-04-26;Fabricação de produtos químicos;2025-05-31;7;Maturidade;1557;0
CNPJ_08552;2029169;-79297;2019-11-20;Defesa nacional;2025-05-31;6;Maturidade;27;375
CNPJ_08537;27369716;-2483197;2003-02-12;Fabricação de caminhões e ônibus;2025-05-31;22;Declínio;240849;184182
CNPJ_08536;2224863;208705;2021-05-31;Extração de minério de ferro;2025-05-31;4;Expansão;677;258
CNPJ_08535;1443033;29729;2016-05-18;Defesa nacional;2025-05-31;9;Maturidade;0;220
CNPJ_08534;264081;25249;2022-12-28;Produção cinematográfica;2025-05-31;2;Expansão;110;0
CNPJ_08518;390775;-3791;2018-03-29;Seguros de vida;2025-05-31;7;Maturidade;14033;66167
CNPJ_08519;2420100;94854;2020-04-29;Atividades hospitalares;2025-05-31;5;Maturidade;0;14910
CNPJ_08520;144049;-2285;2019-10-14;Produção cinematográfica;2025-05-31;6;Maturidade;301;0
CNPJ_08521;2589648;256921;2017-12-02;Serviços de tecnologia da informação;2025-05-31;7;Maturidade;0;0
CNPJ_08522;1139259;-54639;2021-08-26;Planos de saúde;2025-05-31;4;Expansão;6746;0
CNPJ_08523;514125;47048;2021-08-04;Atividades hospitalares;2025-05-31;4;Expansão;110;11345
CNPJ_08524;95112359;-3138446;2014-09-14;Produção de alumínio;2025-05-31;11;Declínio;0;2265
CNPJ_08553;177597210;-6996330;1996-05-23;Produção de alumínio;2025-05-31;29;Declínio;0;4384
CNPJ_08525;2964865;151080;2022-06-17;Cultivo de trigo;2025-05-31;3;Expansão;0;0
CNPJ_08527;233573;-11214;2022-10-01;Produção cinematográfica;2025-05-31;3;Expansão;206;0
CNPJ_08528;275241;-21221;2019-10-11;Geração de energia elétrica;2025-05-31;6;Maturidade;296;164
CNPJ_08529;65677;6293;2020-08-24;Educação superior;2025-05-31;5;Maturidade;0;0
CNPJ_08530;50774;-4229;2022-11-22;Engenharia civil;2025-05-31;3;Expansão;81999;8731
CNPJ_08531;2179472;-59167;2014-09-12;Fabricação de papel;2025-05-31;11;Declínio;852943;378496
CNPJ_08532;216602;-16477;2023-11-24;Fabricação de móveis;2025-05-31;2;Expansão;127;0
CNPJ_08533;14200038;1188578;2000-07-10;Televisão por assinatura;2025-05-31;25;Declínio;1019;0
CNPJ_08526;313191;29013;2014-01-09;Telecomunicações sem fio;2025-05-31;11;Declínio;0;0
CNPJ_08517;22691608;1061236;2000-01-28;Comércio atacadista de medicamentos;2025-05-31;25;Declínio;0;425
CNPJ_08554;110500;3535;2019-02-09;Fabricação de móveis;2025-05-31;6;Maturidade;35;0
CNPJ_08556;10627592;606234;2000-04-12;Extração de minério de ferro;2025-05-31;25;Declínio;2787;0
CNPJ_08577;519595;16924;2018-05-03;Comércio atacadista de medicamentos;2025-05-31;7;Maturidade;7312;0
CNPJ_08578;53332007;-3302993;2012-04-04;Administração pública;2025-05-31;13;Declínio;4966;0
CNPJ_08579;1370173;-179574;2019-08-01;Comércio atacadista de medicamentos;2025-05-31;6;Maturidade;114;643
CNPJ_08580;1598823;39236;2020-02-17;Engenharia civil;2025-05-31;5;Maturidade;0;42
CNPJ_08581;23608418;-1657975;2005-08-31;Correios e entregas expressas;2025-05-31;20;Declínio;1942909;638122
CNPJ_08582;91145;-420;2022-04-21;Cultivo de soja;2025-05-31;3;Expansão;52;0
CNPJ_08583;2652021;-141211;2019-12-24;Defesa nacional;2025-05-31;5;Maturidade;0;162
CNPJ_08584;16993301;394928;2003-11-07;Cultivo de milho;2025-05-31;22;Declínio;0;0
CNPJ_08585;94586;4378;2022-06-06;Restaurantes e similares;2025-05-31;3;Expansão;5440489;740052
CNPJ_08586;2907888;218282;2019-09-06;Comércio atacadista de calçados;2025-05-31;6;Maturidade;464430;101757
CNPJ_08587;2325606;57227;2015-04-06;Comércio varejista de alimentos;2025-05-31;10;Declínio;8249852;1520970
CNPJ_08588;48639406;4469232;2000-07-24;Correios e entregas expressas;2025-05-31;25;Declínio;0;33
CNPJ_08589;283613;5655;2022-06-03;Construção de barragens;2025-05-31;3;Expansão;0;29
CNPJ_08590;171485;-14162;2019-02-12;Comércio atacadista de tecidos;2025-05-31;6;Maturidade;2045;4589
CNPJ_08591;167948;15314;2023-12-20;Administração pública;2025-05-31;1;Início;81;0
CNPJ_08576;881057;-16838;2016-10-19;Extração de petróleo e gás natural;2025-05-31;9;Maturidade;0;4222
CNPJ_08575;32207879;2393987;2002-11-21;Distribuição de energia elétrica;2025-05-31;23;Declínio;207;0
CNPJ_08574;2806701;-176109;2020-04-19;Fabricação de automóveis;2025-05-31;5;Maturidade;115433;12567
CNPJ_08573;2838224;220074;2016-04-19;Educação superior;2025-05-31;9;Maturidade;243581;277187
CNPJ_08557;1791173;-154836;2015-05-05;Geração de energia elétrica;2025-05-31;10;Declínio;81;54
CNPJ_08558;265715;-16144;2021-06-27;Engenharia civil;2025-05-31;4;Expansão;8437;0
CNPJ_08559;691572;19250;2016-05-13;Cultivo de trigo;2025-05-31;9;Maturidade;0;121
CNPJ_08560;76943512;-6681883;1999-06-12;Fabricação de móveis;2025-05-31;26;Declínio;3164846;1532356
CNPJ_08561;74282;3926;2019-11-11;Comércio varejista de alimentos;2025-05-31;6;Maturidade;32;0
CNPJ_08562;1543839;-58778;2018-05-11;Montagem industrial;2025-05-31;7;Maturidade;0;0
CNPJ_08563;2679129;16628;2022-01-27;Cultivo de arroz;2025-05-31;3;Expansão;109;0
CNPJ_08555;79286;-8397;2020-12-14;Cultivo de arroz;2025-05-31;4;Expansão;1665;0
CNPJ_08564;71425;5853;2021-12-04;Padaria e confeitaria;2025-05-31;3;Expansão;0;134
CNPJ_08566;21788916;-1984830;2010-12-20;Obras de infraestrutura elétrica;2025-05-31;14;Declínio;2497;0
CNPJ_08567;79551;-64;2020-04-24;Fabricação de produtos químicos;2025-05-31;5;Maturidade;0;0
CNPJ_08568;203658;21820;2020-06-25;Montagem industrial;2025-05-31;5;Maturidade;7;17
CNPJ_08569;260603;20504;2022-05-17;Fabricação de móveis;2025-05-31;3;Expansão;85;385
CNPJ_08570;8916398;-696016;2016-06-10;Extração de petróleo e gás natural;2025-05-31;9;Maturidade;0;77
CNPJ_08571;2485144;125868;2018-05-06;Administração pública;2025-05-31;7;Maturidade;77;0
CNPJ_08572;1714466;-33688;2016-08-02;Planos de saúde;2025-05-31;9;Maturidade;0;1035
CNPJ_08565;81505;-2927;2023-12-30;Armazenamento geral;2025-05-31;1;Início;292;0
CNPJ_08592;198311;-13216;2022-09-23;Extração de minério de ferro;2025-05-31;3;Expansão;0;187
CNPJ_08516;77576;-2511;2022-09-23;Consultoria empresarial;2025-05-31;3;Expansão;0;2223651
CNPJ_08514;24133110;282672;2004-04-11;Administração pública;2025-05-31;21;Declínio;84;53
CNPJ_08460;2737451;118835;2016-06-25;Planos de saúde;2025-05-31;9;Maturidade;12827;0
CNPJ_08461;21629275;830576;2005-11-28;Televisão aberta;2025-05-31;20;Declínio;346;173
CNPJ_08462;92839845;2050256;2013-12-19;Planos de saúde;2025-05-31;11;Declínio;2802;693
CNPJ_08463;20787395;-152928;1999-08-07;Planos de saúde;2025-05-31;26;Declínio;55;0
CNPJ_08464;52093882;4122849;2011-12-22;Hotéis e pousadas;2025-05-31;13;Declínio;0;9485
CNPJ_08465;203489;12028;2022-04-02;Cultivo de arroz;2025-05-31;3;Expansão;293;0
CNPJ_08466;9827217;152121;2002-06-20;Transporte rodoviário de carga;2025-05-31;23;Declínio;3862784;598706
CNPJ_08467;1828598;162875;2017-12-01;Padaria e confeitaria;2025-05-31;7;Maturidade;46526;22260
CNPJ_08468;2880237;211975;2018-09-06;Comércio atacadista de medicamentos;2025-05-31;7;Maturidade;66060;64320
CNPJ_08469;1872498;-19172;2017-01-21;Fabricação de produtos químicos;2025-05-31;8;Maturidade;400;114
CNPJ_08470;193294;-12190;2021-01-03;Engenharia civil;2025-05-31;4;Expansão;0;47
CNPJ_08471;141385;-1359;2022-01-22;Serviços de tecnologia da informação;2025-05-31;3;Expansão;55261;10884
CNPJ_08472;83047735;6134381;2004-09-19;Comércio atacadista de alimentos;2025-05-31;21;Declínio;450;0
CNPJ_08473;248456;-16197;2019-10-28;Comércio varejista de combustíveis;2025-05-31;6;Maturidade;105;0
CNPJ_08474;338631;-12582;2022-03-09;Extração de minério de ferro;2025-05-31;3;Expansão;60;0
CNPJ_08459;117632755;-4069750;2014-04-14;Comércio atacadista de calçados;2025-05-31;11;Declínio;29;0
CNPJ_08458;39065181;-3015862;2004-01-02;Comércio atacadista de bebidas;2025-05-31;21;Declínio;0;0
CNPJ_08457;29999045;-1759589;2015-03-12;Atividades de bancos múltiplos;2025-05-31;10;Declínio;0;0
CNPJ_08456;1146974;-88991;2018-06-04;Produção de alumínio;2025-05-31;7;Maturidade;0;0
CNPJ_08440;94165;-7858;2020-12-15;Correios e entregas expressas;2025-05-31;4;Expansão;157293;64907
CNPJ_08441;2293764;135764;2017-10-03;Transporte ferroviário de carga;2025-05-31;8;Maturidade;0;42
CNPJ_08442;25301848;-2160831;2020-06-23;Comércio atacadista de alimentos;2025-05-31;5;Maturidade;329;0
CNPJ_08443;2475650;133401;2017-09-10;Televisão por assinatura;2025-05-31;8;Maturidade;52;0
CNPJ_08444;112074;1199;2023-01-17;Produção de alumínio;2025-05-31;2;Expansão;0;119
CNPJ_08445;348462;136;2018-04-09;Atividades de bancos múltiplos;2025-05-31;7;Maturidade;394;260
CNPJ_08446;2708754;-15496;2018-05-15;Cultivo de milho;2025-05-31;7;Maturidade;1888;0
CNPJ_08475;72434;4912;2019-12-16;Produção de alumínio;2025-05-31;5;Maturidade;266;0
CNPJ_08447;11115983;-548380;2014-07-17;Distribuição de energia elétrica;2025-05-31;11;Declínio;223;0
CNPJ_08449;644755;-4919;2015-10-01;Construção de edifícios;2025-05-31;10;Declínio;1676;0
CNPJ_08450;25713096;-1305362;2001-08-17;Transporte ferroviário de carga;2025-05-31;24;Declínio;639289;316922
CNPJ_08451;246514;17732;2020-12-19;Fabricação de automóveis;2025-05-31;4;Expansão;0;0
CNPJ_08452;235722;-4289;2019-11-29;Seguros de vida;2025-05-31;6;Maturidade;49;0
CNPJ_08453;2538189;-26274;2019-08-30;Produção cinematográfica;2025-05-31;6;Maturidade;285597;3176921
CNPJ_08454;1595385;-116870;2015-02-26;Atividades hospitalares;2025-05-31;10;Declínio;121;60
CNPJ_08455;14067890;-750915;2004-12-26;Seguros de vida;2025-05-31;20;Declínio;0;573
CNPJ_08448;2384768;218325;2016-02-19;Saneamento básico;2025-05-31;9;Maturidade;0;0
CNPJ_08515;2478057;-193711;2018-08-06;Padaria e confeitaria;2025-05-31;7;Maturidade;0;0
CNPJ_08476;904931;-89135;2021-10-25;Cultivo de milho;2025-05-31;4;Expansão;0;290
CNPJ_08478;249035;27204;2021-09-18;Fabricação de produtos químicos;2025-05-31;4;Expansão;0;1451
CNPJ_08499;170700;-9642;2021-07-17;Seguros de vida;2025-05-31;4;Expansão;0;153
CNPJ_08500;155728;-8677;2019-06-12;Comércio atacadista de tecidos;2025-05-31;6;Maturidade;544;555
CNPJ_08501;178350;10937;2019-01-23;Seguros de vida;2025-05-31;6;Maturidade;1019;0
CNPJ_08502;1687279;145391;2017-03-02;Telecomunicações sem fio;2025-05-31;8;Maturidade;0;47
CNPJ_08503;1260920;-49751;2018-02-23;Produção de alumínio;2025-05-31;7;Maturidade;81171;20646
CNPJ_08504;20629879;1994243;2016-04-09;Educação superior;2025-05-31;9;Maturidade;0;0
CNPJ_08505;281728;-28172;2023-12-20;Produção cinematográfica;2025-05-31;1;Início;858;0
CNPJ_08506;1067186;57675;2021-04-23;Fabricação de automóveis;2025-05-31;4;Expansão;0;55
CNPJ_08507;1672068;-76595;2016-11-10;Cultivo de trigo;2025-05-31;9;Maturidade;0;0
CNPJ_08508;8790488;724620;2017-03-28;Comércio atacadista de calçados;2025-05-31;8;Maturidade;552691;53427
CNPJ_08509;23528558;-2079848;2014-02-23;Educação superior;2025-05-31;11;Declínio;0;44
CNPJ_08510;681930;47303;2017-09-22;Comércio atacadista de alimentos;2025-05-31;8;Maturidade;17337822;4052097
CNPJ_08511;1603970;-139216;2021-02-21;Construção de edifícios;2025-05-31;4;Expansão;0;112
CNPJ_08512;109060174;10008012;1997-01-27;Fabricação de móveis;2025-05-31;28;Declínio;584429;204233
CNPJ_08513;905848;517;2021-03-02;Distribuição de energia elétrica;2025-05-31;4;Expansão;88;2605
CNPJ_08498;25590414;1177779;2019-04-20;Comércio atacadista de calçados;2025-05-31;6;Maturidade;441;0
CNPJ_08497;1934821;179872;2021-09-14;Comércio varejista de alimentos;2025-05-31;4;Expansão;91;0
CNPJ_08496;80909;6730;2020-03-04;Cultivo de arroz;2025-05-31;5;Maturidade;12;45
CNPJ_08495;1705768;-143885;2015-01-29;Geração de energia elétrica;2025-05-31;10;Declínio;0;0
CNPJ_08479;3774222;46076;2007-08-17;Fabricação de produtos químicos;2025-05-31;18;Declínio;93;0
CNPJ_08480;130999;-9808;2023-05-09;Comércio varejista de combustíveis;2025-05-31;2;Expansão;84;0
CNPJ_08481;50544;2443;2023-07-23;Serviços de tecnologia da informação;2025-05-31;2;Expansão;0;0
CNPJ_08482;67326633;-386777;1997-06-02;Construção de edifícios;2025-05-31;28;Declínio;317;0
CNPJ_08483;2551765;-75762;2019-05-02;Montagem industrial;2025-05-31;6;Maturidade;0;967
CNPJ_08484;1576294;-14829;2014-08-26;Construção de rodovias;2025-05-31;11;Declínio;0;113
CNPJ_08485;408478;-5593;2016-02-20;Atividades de bancos múltiplos;2025-05-31;9;Maturidade;4431;8121
CNPJ_08477;1350630;-196842;2022-06-11;Construção de edifícios;2025-05-31;3;Expansão;0;0
CNPJ_08486;250623;9906;2023-09-10;Televisão por assinatura;2025-05-31;2;Expansão;2054;1347
CNPJ_08488;1844892;262511;2018-12-10;Planos de saúde;2025-05-31;6;Maturidade;209;277
CNPJ_08489;2284839;-198940;2018-03-20;Consultoria empresarial;2025-05-31;7;Maturidade;6277;0
CNPJ_08490;2971942;236394;2017-02-14;Extração de petróleo e gás natural;2025-05-31;8;Maturidade;33634;42106
CNPJ_08491;524704;3180;2015-09-01;Cultivo de trigo;2025-05-31;10;Declínio;0;42
CNPJ_08492;20934078;-2064823;2017-02-27;Produção de alumínio;2025-05-31;8;Maturidade;0;0
CNPJ_08493;205346;-19721;2021-09-30;Extração de petróleo e gás natural;2025-05-31;4;Expansão;23;0
CNPJ_08494;4449464;42754;2013-10-22;Atividades hospitalares;2025-05-31;12;Declínio;28249;20143
CNPJ_08487;536558;-28642;2017-03-04;Seguros de vida;2025-05-31;8;Maturidade;10845235;1938962
CNPJ_08593;2052386;-64518;2022-10-24;Comércio atacadista de medicamentos;2025-05-31;3;Expansão;0;0
CNPJ_08594;192990;4884;2019-08-31;Fabricação de móveis;2025-05-31;6;Maturidade;282963;72944
CNPJ_08595;982926;81390;2019-09-14;Comércio atacadista de tecidos;2025-05-31;6;Maturidade;0;0
CNPJ_08695;2958326;140778;2014-06-07;Saneamento básico;2025-05-31;11;Declínio;0;532
CNPJ_08696;1791546;-147372;2022-02-04;Obras de infraestrutura elétrica;2025-05-31;3;Expansão;0;87
CNPJ_08697;17883882;1431542;2015-08-03;Extração de petróleo e gás natural;2025-05-31;10;Declínio;4155;27081
CNPJ_08698;26739248;-1450400;2009-09-05;Padaria e confeitaria;2025-05-31;16;Declínio;166;173
CNPJ_08699;1791319;-10435;2020-08-27;Fabricação de móveis;2025-05-31;5;Maturidade;1526;0
CNPJ_08700;229268;9575;2022-01-09;Seguros de vida;2025-05-31;3;Expansão;0;69
CNPJ_08701;199202900;4822508;1994-04-30;Correios e entregas expressas;2025-05-31;31;Declínio;226;0
CNPJ_08702;261661;4738;2021-03-05;Construção de barragens;2025-05-31;4;Expansão;1265;0
CNPJ_08703;631379;59996;2020-01-06;Montagem industrial;2025-05-31;5;Maturidade;7586;16921
CNPJ_08704;215080;-9036;2019-02-04;Fabricação de papel;2025-05-31;6;Maturidade;0;7570
CNPJ_08705;256590;-21150;2023-11-21;Consultoria empresarial;2025-05-31;2;Expansão;0;1720
CNPJ_08706;2282174;-164713;2017-06-18;Armazenamento geral;2025-05-31;8;Maturidade;0;0
CNPJ_08707;224091;4780;2020-10-17;Montagem industrial;2025-05-31;5;Maturidade;0;48
CNPJ_08708;165322;2211;2019-03-24;Produção de alumínio;2025-05-31;6;Maturidade;209048;3529111
CNPJ_08709;2159186;110041;2015-01-21;Planos de saúde;2025-05-31;10;Declínio;25;0
CNPJ_08694;125980;-7007;2023-09-14;Consultoria empresarial;2025-05-31;2;Expansão;0;154
CNPJ_08693;2386282;-37764;2018-06-08;Correios e entregas expressas;2025-05-31;7;Maturidade;17367;10013
CNPJ_08692;326544;-43591;2020-06-08;Distribuição de energia elétrica;2025-05-31;5;Maturidade;11255711;2044833
CNPJ_08691;2338893;-74671;2022-10-29;Geração de energia elétrica;2025-05-31;3;Expansão;204;0
CNPJ_08675;2232628;-11625;2019-12-09;Transporte rodoviário de carga;2025-05-31;5;Maturidade;6;0
CNPJ_08676;964183;-110226;2017-04-03;Comércio atacadista de calçados;2025-05-31;8;Maturidade;0;0
CNPJ_08677;24932269;2010490;2015-12-04;Comércio atacadista de bebidas;2025-05-31;9;Maturidade;88;0
CNPJ_08678;99027478;-602722;2014-09-21;Consultoria empresarial;2025-05-31;11;Declínio;33;0
CNPJ_08679;26976142;770623;2012-05-28;Telecomunicações sem fio;2025-05-31;13;Declínio;0;679
CNPJ_08680;1129099;-109907;2018-01-08;Defesa nacional;2025-05-31;7;Maturidade;24;0
CNPJ_08681;240554;-14993;2019-09-17;Telecomunicações sem fio;2025-05-31;6;Maturidade;3242135;1258035
CNPJ_08710;186266;-18195;2023-12-08;Comércio atacadista de alimentos;2025-05-31;1;Início;3621215;2116343
CNPJ_08682;202361;5021;2022-11-13;Cultivo de soja;2025-05-31;3;Expansão;880;0
CNPJ_08684;279334;-21964;2023-03-07;Fabricação de automóveis;2025-05-31;2;Expansão;0;665
CNPJ_08685;663722;-41287;2014-10-12;Planos de saúde;2025-05-31;11;Declínio;0;0
CNPJ_08686;199416;-15914;2020-11-16;Cultivo de trigo;2025-05-31;5;Maturidade;55;21
CNPJ_08687;267515;-39114;2020-02-19;Comércio atacadista de calçados;2025-05-31;5;Maturidade;0;29
